Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,sales
12.3,Low Fat,0.037148619,Snack Foods,116.8834,OUT017,9,Medium,Tier 2,Supermarket Type1,2649.2182
6.26,Low Fat,0.052593952,Household,111.0228,OUT010,18,Medium,Tier 3,Grocery Store,221.0456
17.7,Low Fat,0.012593467,Household,167.6474,OUT018,7,Medium,Tier 3,Supermarket Type2,3874.2902
18.25,Low Fat,0.012325122,Fruits and Vegetables,162.8894,OUT018,7,Medium,Tier 3,Supermarket Type2,647.1576
5.8,Low Fat,0.131489269,Dairy,89.7172,OUT018,7,Medium,Tier 3,Supermarket Type2,1605.9096
14.5,Regular,0.064224789,Breads,262.7594,OUT017,9,Medium,Tier 2,Supermarket Type1,7064.8038
18.25,Low Fat,0.060589424,Starchy Foods,162.5526,OUT017,9,Medium,Tier 2,Supermarket Type1,986.7156
12.85,Low Fat,0.022649893,Fruits and Vegetables,179.3318,OUT045,14,Medium,Tier 2,Supermarket Type1,1263.0226
17.1,Low Fat,0.128390273,Fruits and Vegetables,111.9886,OUT035,12,Small,Tier 2,Supermarket Type1,1445.4518
7.575,Low Fat,0.055476238,Dairy,196.8768,OUT049,17,Medium,Tier 1,Supermarket Type1,1182.4608
9.21,Low Fat,0.008757492,Fruits and Vegetables,120.8414,OUT013,29,High,Tier 3,Supermarket Type1,2071.3038
11.3,Low Fat,0.007273831,Meat,196.6426,OUT013,29,High,Tier 3,Supermarket Type1,5141.3076
13.6,Regular,0.043743689,Fruits and Vegetables,157.7946,OUT045,14,Medium,Tier 2,Supermarket Type1,1104.5622
20.85,Regular,0.062477955,Baking Goods,87.2514,OUT018,7,Medium,Tier 3,Supermarket Type2,1505.3738
9.195,Regular,0.078060601,Meat,106.3596,OUT046,19,Small,Tier 1,Supermarket Type1,2912.2092
15.75,Low Fat,0.140821917,Hard Drinks,252.9382,OUT049,17,Medium,Tier 1,Supermarket Type1,2775.7202
16.5,Regular,0.068403271,Canned,101.999,OUT018,7,Medium,Tier 3,Supermarket Type2,619.194
20.5,Low Fat,0.02312394,Others,154.634,OUT013,29,High,Tier 3,Supermarket Type1,2297.01
17.6,Regular,0.047449835,Snack Foods,118.1782,OUT018,7,Medium,Tier 3,Supermarket Type2,2621.9204
8.775,Low Fat,0.110359004,Dairy,42.7428,OUT018,7,Medium,Tier 3,Supermarket Type2,790.9704
10.1,Low Fat,0.054620504,Health and Hygiene,197.5084,OUT035,12,Small,Tier 2,Supermarket Type1,2976.126
18.2,Low Fat,0,Health and Hygiene,44.1086,OUT045,14,Medium,Tier 2,Supermarket Type1,1115.215
8.975,Regular,0.009051307,Canned,103.099,OUT013,29,High,Tier 3,Supermarket Type1,309.597
9.6,Low Fat,0.03625493,Fruits and Vegetables,141.0154,OUT013,29,High,Tier 3,Supermarket Type1,2694.4926
8.185,Low Fat,0.064824502,Fruits and Vegetables,116.0808,OUT010,18,Medium,Tier 3,Grocery Store,234.3616
14.75,Low Fat,0.033024328,Health and Hygiene,236.6906,OUT018,7,Medium,Tier 3,Supermarket Type2,3089.9778
20.5,Low Fat,0.143574191,Household,37.219,OUT045,14,Medium,Tier 2,Supermarket Type1,476.047
14.65,Regular,0.099333217,Snack Foods,51.3666,OUT045,14,Medium,Tier 2,Supermarket Type1,1076.5986
19.2,Low Fat,0.12475207,Canned,90.9488,OUT017,9,Medium,Tier 2,Supermarket Type1,633.8416
5.945,Low Fat,0.093170838,Household,127.3652,OUT049,17,Medium,Tier 1,Supermarket Type1,1549.9824
17.5,Regular,0.007538459,Dairy,144.2102,OUT035,12,Small,Tier 2,Supermarket Type1,4082.6856
10.895,Regular,0.009676286,Dairy,122.873,OUT017,9,Medium,Tier 2,Supermarket Type1,3448.844
20.5,Low Fat,0.141792841,Starchy Foods,89.7172,OUT046,19,Small,Tier 1,Supermarket Type1,1159.8236
13.65,Regular,0.031573246,Canned,99.47,OUT018,7,Medium,Tier 3,Supermarket Type2,299.61
15.7,Low Fat,0.055943697,Health and Hygiene,150.6024,OUT013,29,High,Tier 3,Supermarket Type1,2428.8384
18.7,Regular,0,Frozen Foods,229.201,OUT035,12,Small,Tier 2,Supermarket Type1,3215.814
19.35,Regular,0.066831682,Soft Drinks,163.8868,OUT010,18,Medium,Tier 3,Grocery Store,327.5736
16,Regular,0.065165046,Dairy,79.3986,OUT049,17,Medium,Tier 1,Supermarket Type1,856.8846
6.965,Low Fat,0,Household,159.4604,OUT013,29,High,Tier 3,Supermarket Type1,3169.208
11.395,Regular,0.069728296,Meat,233.9616,OUT045,14,Medium,Tier 2,Supermarket Type1,1406.1696
7.5,Low Fat,0.09660879,Household,56.9588,OUT045,14,Medium,Tier 2,Supermarket Type1,744.3644
6.115,Regular,0.007038478,Soft Drinks,189.253,OUT013,29,High,Tier 3,Supermarket Type1,3605.307
14.8,Regular,0.043982464,Breads,110.657,OUT045,14,Medium,Tier 2,Supermarket Type1,2966.139
8.71,Low Fat,0.139202085,Canned,46.1376,OUT035,12,Small,Tier 2,Supermarket Type1,383.5008
15.5,Regular,0.086184647,Frozen Foods,50.9692,OUT018,7,Medium,Tier 3,Supermarket Type2,394.1536
19.35,Regular,0.082250863,Baking Goods,48.7034,OUT035,12,Small,Tier 2,Supermarket Type1,534.6374
19.2,Low Fat,0.100482186,Frozen Foods,111.8886,OUT018,7,Medium,Tier 3,Supermarket Type2,1667.829
16.25,Regular,0.049051717,Fruits and Vegetables,152.4682,OUT049,17,Medium,Tier 1,Supermarket Type1,2439.4912
19.85,Low Fat,0.005230786,Dairy,265.1884,OUT013,29,High,Tier 3,Supermarket Type1,5034.7796
13.65,Regular,0.08062523,Frozen Foods,259.6936,OUT035,12,Small,Tier 2,Supermarket Type1,2087.9488
7.535,Low Fat,0.081787519,Soft Drinks,120.844,OUT046,19,Small,Tier 1,Supermarket Type1,2157.192
5.59,Regular,0.056602818,Snack Foods,63.2168,OUT046,19,Small,Tier 1,Supermarket Type1,1725.7536
11,Regular,0.057047756,Fruits and Vegetables,240.4512,OUT035,12,Small,Tier 2,Supermarket Type1,7028.1848
19.85,Low Fat,0.05410964,Seafood,195.0768,OUT049,17,Medium,Tier 1,Supermarket Type1,1970.768
17.6,Low Fat,0.058209079,Meat,153.6314,OUT045,14,Medium,Tier 2,Supermarket Type1,5274.4676
6.215,Regular,0.083056555,Baking Goods,224.4062,OUT010,18,Medium,Tier 3,Grocery Store,225.7062
15.1,Regular,0.020015391,Frozen Foods,128.831,OUT018,7,Medium,Tier 3,Supermarket Type2,1817.634
13.35,Low Fat,0.102426197,Dairy,230.6352,OUT013,29,High,Tier 3,Supermarket Type1,5725.88
9.5,Regular,0.048761223,Starchy Foods,186.5898,OUT049,17,Medium,Tier 1,Supermarket Type1,5238.5144
11.8,Regular,0,Frozen Foods,179.2344,OUT035,12,Small,Tier 2,Supermarket Type1,2141.2128
17.6,Low Fat,0.056281276,Frozen Foods,40.3454,OUT035,12,Small,Tier 2,Supermarket Type1,796.9626
19.85,Low Fat,0.008762556,Dairy,266.6884,OUT010,18,Medium,Tier 3,Grocery Store,264.9884
13.35,Low Fat,0.139669224,Frozen Foods,147.6392,OUT049,17,Medium,Tier 1,Supermarket Type1,1938.8096
18.85,Low Fat,0.137972993,Hard Drinks,158.4578,OUT017,9,Medium,Tier 2,Supermarket Type1,1444.1202
17.5,Low Fat,0,Snack Foods,102.999,OUT046,19,Small,Tier 1,Supermarket Type1,2992.771
20.2,Regular,0.121940099,Snack Foods,95.3752,OUT017,9,Medium,Tier 2,Supermarket Type1,1150.5024
5.88,Low Fat,0.024926013,Household,149.9392,OUT049,17,Medium,Tier 1,Supermarket Type1,1491.392
15.85,Low Fat,0.13727,Canned,94.4094,OUT017,9,Medium,Tier 2,Supermarket Type1,1904.188
5.985,Low Fat,0.095989602,Frozen Foods,127.3678,OUT045,14,Medium,Tier 2,Supermarket Type1,508.6712
18.85,Low Fat,0.142443405,Canned,170.4132,OUT017,9,Medium,Tier 2,Supermarket Type1,4396.9432
18.85,Low Fat,0.137410256,Hard Drinks,161.7578,OUT049,17,Medium,Tier 1,Supermarket Type1,1604.578
7.51,Low Fat,0.104400238,Snack Foods,113.5544,OUT017,9,Medium,Tier 2,Supermarket Type1,894.8352
16.2,Low Fat,0,Household,190.8162,OUT035,12,Small,Tier 2,Supermarket Type1,3271.0754
17.6,Low Fat,0.015750947,Household,182.5976,OUT018,7,Medium,Tier 3,Supermarket Type2,1629.8784
8.97,Low Fat,0.092937216,Household,54.6956,OUT013,29,High,Tier 3,Supermarket Type1,764.3384
7.22,Regular,0.03828933,Baking Goods,64.751,OUT013,29,High,Tier 3,Supermarket Type1,126.502
8.71,Low Fat,0.121936216,Canned,94.4778,OUT017,9,Medium,Tier 2,Supermarket Type1,2628.5784
17.7,Regular,0.135646297,Starchy Foods,186.0924,OUT018,7,Medium,Tier 3,Supermarket Type2,3516.7556
15.85,Low Fat,0.069240685,Breads,217.5166,OUT045,14,Medium,Tier 2,Supermarket Type1,653.1498
6.055,Low Fat,0.03127929,Fruits and Vegetables,160.3578,OUT017,9,Medium,Tier 2,Supermarket Type1,2406.867
19.25,Regular,0.034753686,Canned,141.5496,OUT049,17,Medium,Tier 1,Supermarket Type1,1976.0944
16.5,Low Fat,0.028476451,Snack Foods,91.0146,OUT045,14,Medium,Tier 2,Supermarket Type1,1368.219
13.5,Regular,0.067872402,Dairy,57.8562,OUT046,19,Small,Tier 1,Supermarket Type1,355.5372
7.865,Low Fat,0.061183503,Breakfast,164.5526,OUT045,14,Medium,Tier 2,Supermarket Type1,1644.526
10.6,Low Fat,0.035247642,Health and Hygiene,84.7224,OUT049,17,Medium,Tier 1,Supermarket Type1,1619.2256
16.2,Regular,0.128397995,Frozen Foods,178.337,OUT035,12,Small,Tier 2,Supermarket Type1,1411.496
14.5,Regular,0.058918844,Fruits and Vegetables,169.7448,OUT049,17,Medium,Tier 1,Supermarket Type1,3238.4512
7.235,Low Fat,0.076791671,Household,116.4492,OUT013,29,High,Tier 3,Supermarket Type1,2316.984
16.75,Low Fat,0.021220113,Hard Drinks,55.1298,OUT035,12,Small,Tier 2,Supermarket Type1,1240.3854
14,Regular,0.031261583,Canned,52.564,OUT035,12,Small,Tier 2,Supermarket Type1,639.168
19.85,Low Fat,0.005235143,Dairy,265.8884,OUT046,19,Small,Tier 1,Supermarket Type1,2649.884
10.895,Low Fat,0.027032204,Frozen Foods,106.328,OUT017,9,Medium,Tier 2,Supermarket Type1,852.224
5.635,Low Fat,0.172856719,Baking Goods,148.205,OUT010,18,Medium,Tier 3,Grocery Store,449.415
10.65,Regular,0.085617517,Snack Foods,229.3668,OUT017,9,Medium,Tier 2,Supermarket Type1,2303.668
15.1,Low Fat,0.127334766,Baking Goods,88.283,OUT010,18,Medium,Tier 3,Grocery Store,89.883
16.5,Low Fat,0.036641597,Household,178.7318,OUT046,19,Small,Tier 1,Supermarket Type1,1263.0226
13.35,Regular,0.014656564,Canned,208.5638,OUT045,14,Medium,Tier 2,Supermarket Type1,2277.7018
12.15,Low Fat,0.037864854,Meat,63.0826,OUT013,29,High,Tier 3,Supermarket Type1,322.913
13.65,Low Fat,0.036016619,Snack Foods,186.3924,OUT049,17,Medium,Tier 1,Supermarket Type1,1295.6468
20.75,Regular,0.12953868,Seafood,240.288,OUT049,17,Medium,Tier 1,Supermarket Type1,2396.88
19.1,Low Fat,0.038531668,Fruits and Vegetables,210.6586,OUT013,29,High,Tier 3,Supermarket Type1,5487.5236
17.25,Low Fat,0,Dairy,171.5764,OUT045,14,Medium,Tier 2,Supermarket Type1,4637.9628
10.195,Low Fat,0.041907414,Snack Foods,43.8428,OUT013,29,High,Tier 3,Supermarket Type1,175.7712
16.6,Low Fat,0.027556247,Household,176.6344,OUT013,29,High,Tier 3,Supermarket Type1,1962.7784
17.6,Regular,0.076058484,Meat,111.8202,OUT013,29,High,Tier 3,Supermarket Type1,2025.3636
8.185,Low Fat,0.038729057,Fruits and Vegetables,117.1808,OUT046,19,Small,Tier 1,Supermarket Type1,1874.8928
13.65,Regular,0.080804019,Frozen Foods,261.1936,OUT045,14,Medium,Tier 2,Supermarket Type1,2348.9424
10.6,Low Fat,0.056884225,Dairy,231.9642,OUT049,17,Medium,Tier 1,Supermarket Type1,3020.7346
10.8,Low Fat,0.050000257,Fruits and Vegetables,243.9144,OUT017,9,Medium,Tier 2,Supermarket Type1,4655.2736
15.2,Low Fat,0.021207519,Canned,219.4824,OUT046,19,Small,Tier 1,Supermarket Type1,1747.0592
8.895,Low Fat,0,Hard Drinks,232.9616,OUT045,14,Medium,Tier 2,Supermarket Type1,2812.3392
11.8,Low Fat,0.113307794,Soft Drinks,187.0924,OUT035,12,Small,Tier 2,Supermarket Type1,1850.924
7.63,Regular,0.225476528,Snack Foods,45.1402,OUT010,18,Medium,Tier 3,Grocery Store,45.9402
6.55,Regular,0.034800079,Breads,157.5288,OUT017,9,Medium,Tier 2,Supermarket Type1,1571.288
16.85,Low Fat,0.139301634,Snack Foods,144.976,OUT013,29,High,Tier 3,Supermarket Type1,2783.044
7.235,Low Fat,0.077290355,Household,116.9492,OUT017,9,Medium,Tier 2,Supermarket Type1,2316.984
19.25,Low Fat,0.1017546,Dairy,55.1956,OUT035,12,Small,Tier 2,Supermarket Type1,491.3604
13.85,Regular,0.094265737,Breakfast,233.93,OUT010,18,Medium,Tier 3,Grocery Store,233.03
18.1,Low Fat,0.022380952,Fruits and Vegetables,93.6094,OUT013,29,High,Tier 3,Supermarket Type1,476.047
18.6,Low Fat,0.01575657,Snack Foods,153.1366,OUT013,29,High,Tier 3,Supermarket Type1,3173.8686
6.615,Low Fat,0.156307983,Dairy,196.3426,OUT010,18,Medium,Tier 3,Grocery Store,790.9704
15.6,Low Fat,0.195688803,Frozen Foods,77.367,OUT010,18,Medium,Tier 3,Grocery Store,153.134
18.85,Low Fat,0.13747519,Hard Drinks,158.6578,OUT045,14,Medium,Tier 2,Supermarket Type1,3369.6138
7.235,Low Fat,0,Snack Foods,197.2452,OUT035,12,Small,Tier 2,Supermarket Type1,2348.9424
7.825,Low Fat,0.07962861,Meat,63.4826,OUT046,19,Small,Tier 1,Supermarket Type1,2002.0606
19.7,Regular,0.016202582,Canned,188.2556,OUT035,12,Small,Tier 2,Supermarket Type1,3379.6008
12.6,Low Fat,0.024190156,Dairy,34.4874,OUT035,12,Small,Tier 2,Supermarket Type1,494.0236
10.65,Regular,0.085308611,Snack Foods,230.2668,OUT045,14,Medium,Tier 2,Supermarket Type1,5759.17
16.75,Regular,0.008564925,Meat,73.2038,OUT035,12,Small,Tier 2,Supermarket Type1,1404.1722
13.8,Low Fat,0.097457483,Dairy,55.393,OUT018,7,Medium,Tier 3,Supermarket Type2,1018.674
9.6,Low Fat,0.029619203,Household,43.6086,OUT013,29,High,Tier 3,Supermarket Type1,624.5204
13.1,Low Fat,0,Others,189.253,OUT046,19,Small,Tier 1,Supermarket Type1,1518.024
14.6,Low Fat,0.150872868,Soft Drinks,47.5692,OUT045,14,Medium,Tier 2,Supermarket Type1,1379.5376
6.67,Regular,0.09031453,Snack Foods,130.5626,OUT018,7,Medium,Tier 3,Supermarket Type2,1180.4634
15.7,Regular,0.018930352,Fruits and Vegetables,59.4536,OUT046,19,Small,Tier 1,Supermarket Type1,857.5504
17.75,Low Fat,0.111209003,Others,107.7912,OUT013,29,High,Tier 3,Supermarket Type1,982.7208
20.2,Regular,0.121153331,Snack Foods,97.3752,OUT013,29,High,Tier 3,Supermarket Type1,958.752
10.85,Low Fat,0.163160327,Snack Foods,107.4622,OUT017,9,Medium,Tier 2,Supermarket Type1,1693.7952
20.25,Low Fat,0.148163564,Household,232.7616,OUT049,17,Medium,Tier 1,Supermarket Type1,1874.8928
5.86,Regular,0.150853308,Meat,156.0314,OUT046,19,Small,Tier 1,Supermarket Type1,2016.7082
6.115,Regular,0.011437302,Frozen Foods,92.4488,OUT017,9,Medium,Tier 2,Supermarket Type1,1358.232
19.7,Regular,0.018024769,Meat,104.499,OUT046,19,Small,Tier 1,Supermarket Type1,1031.99
9.8,Low Fat,0.090448534,Others,194.5478,OUT035,12,Small,Tier 2,Supermarket Type1,774.9912
12.5,Regular,0.08175276,Fruits and Vegetables,89.0488,OUT046,19,Small,Tier 1,Supermarket Type1,1267.6832
19.35,Regular,0.109667698,Meat,166.0816,OUT010,18,Medium,Tier 3,Grocery Store,671.1264
16.75,Low Fat,0.075735621,Health and Hygiene,34.5532,OUT046,19,Small,Tier 1,Supermarket Type1,323.5788
19.1,Low Fat,0.091917786,Others,182.7608,OUT046,19,Small,Tier 1,Supermarket Type1,1837.608
21.35,Low Fat,0.130127365,Fruits and Vegetables,96.2094,OUT010,18,Medium,Tier 3,Grocery Store,190.4188
19.5,Low Fat,0.082483516,Canned,179.2002,OUT013,29,High,Tier 3,Supermarket Type1,2865.6032
6.575,Regular,0.075507758,Breads,146.4444,OUT046,19,Small,Tier 1,Supermarket Type1,1596.5884
6.67,Regular,0.124126756,Snack Foods,88.9514,OUT017,9,Medium,Tier 2,Supermarket Type1,2125.2336
12.3,Low Fat,0.009425158,Baking Goods,74.838,OUT049,17,Medium,Tier 1,Supermarket Type1,1537.998
16.1,Regular,0.024999711,Fruits and Vegetables,97.841,OUT045,14,Medium,Tier 2,Supermarket Type1,1255.033
17.35,Low Fat,0.020676141,Others,80.6618,OUT017,9,Medium,Tier 2,Supermarket Type1,1208.427
15.35,Low Fat,0.02346559,Frozen Foods,35.219,OUT010,18,Medium,Tier 3,Grocery Store,36.619
8.975,Regular,0.05272914,Canned,86.4224,OUT046,19,Small,Tier 1,Supermarket Type1,1022.6688
13.15,Low Fat,0.024630755,Household,178.2686,OUT013,29,High,Tier 3,Supermarket Type1,2666.529
19.5,Low Fat,0.014274292,Household,55.6614,OUT046,19,Small,Tier 1,Supermarket Type1,718.3982
15.1,Low Fat,0.059313603,Household,238.1248,OUT035,12,Small,Tier 2,Supermarket Type1,4266.4464
5.465,Regular,0.048518008,Baking Goods,132.9626,OUT035,12,Small,Tier 2,Supermarket Type1,2360.9268
17.75,Low Fat,0.073349552,Seafood,34.2216,OUT013,29,High,Tier 3,Supermarket Type1,934.7832
6.96,Low Fat,0.077129323,Soft Drinks,92.7146,OUT013,29,High,Tier 3,Supermarket Type1,1733.0774
17.85,Low Fat,0.087824967,Breads,196.0794,OUT018,7,Medium,Tier 3,Supermarket Type2,1755.7146
5.095,Regular,0.130031207,Snack Foods,142.4838,OUT018,7,Medium,Tier 3,Supermarket Type2,561.9352
5.73,Low Fat,0.045334098,Soft Drinks,87.0882,OUT013,29,High,Tier 3,Supermarket Type1,1803.6522
7.5,Low Fat,0.096333029,Household,57.8588,OUT013,29,High,Tier 3,Supermarket Type1,1145.176
7.855,Regular,0.073858923,Dairy,218.6482,OUT013,29,High,Tier 3,Supermarket Type1,3723.8194
5.655,Low Fat,0.175047104,Soft Drinks,146.9102,OUT035,12,Small,Tier 2,Supermarket Type1,1895.5326
12.15,Low Fat,0.132952286,Health and Hygiene,37.6506,OUT010,18,Medium,Tier 3,Grocery Store,37.9506
9.6,Low Fat,0.086145867,Snack Foods,258.362,OUT010,18,Medium,Tier 3,Grocery Store,259.662
18.85,Low Fat,0.0520115,Health and Hygiene,190.3846,OUT013,29,High,Tier 3,Supermarket Type1,3630.6074
20.2,Regular,0.059790095,Fruits and Vegetables,127.4678,OUT035,12,Small,Tier 2,Supermarket Type1,3560.6984
12.15,Regular,0.071440118,Meat,182.295,OUT010,18,Medium,Tier 3,Grocery Store,549.285
19.6,Low Fat,0.03395415,Soft Drinks,56.4614,OUT049,17,Medium,Tier 1,Supermarket Type1,773.6596
16,Regular,0.099271209,Frozen Foods,88.5856,OUT046,19,Small,Tier 1,Supermarket Type1,878.856
6.425,Low Fat,0.06316338,Breakfast,132.2626,OUT035,12,Small,Tier 2,Supermarket Type1,2098.6016
6.825,Low Fat,0.059846975,Health and Hygiene,262.5226,OUT046,19,Small,Tier 1,Supermarket Type1,9779.9362
7.97,Low Fat,0.057667173,Soft Drinks,172.1422,OUT010,18,Medium,Tier 3,Grocery Store,517.3266
17.25,Low Fat,0.037155206,Soft Drinks,166.4526,OUT013,29,High,Tier 3,Supermarket Type1,3782.4098
9.1,Low Fat,0.080417724,Household,48.8718,OUT049,17,Medium,Tier 1,Supermarket Type1,425.4462
19.2,Low Fat,0.041227831,Household,129.831,OUT046,19,Small,Tier 1,Supermarket Type1,1947.465
14.5,Regular,0.06904249,Canned,41.4454,OUT010,18,Medium,Tier 3,Grocery Store,41.9454
17.75,Regular,0.067607749,Baking Goods,188.024,OUT049,17,Medium,Tier 1,Supermarket Type1,2796.36
7.145,Low Fat,0.017887474,Frozen Foods,160.6578,OUT017,9,Medium,Tier 2,Supermarket Type1,1765.0358
8.985,Low Fat,0.184440421,Fruits and Vegetables,99.67,OUT017,9,Medium,Tier 2,Supermarket Type1,3295.71
16.35,Low Fat,0.091074449,Household,196.811,OUT017,9,Medium,Tier 2,Supermarket Type1,3338.987
5.655,Low Fat,0,Soft Drinks,147.5102,OUT046,19,Small,Tier 1,Supermarket Type1,1166.4816
9.5,Low Fat,0.041951439,Soft Drinks,32.49,OUT049,17,Medium,Tier 1,Supermarket Type1,865.54
5.78,Regular,0.074087369,Snack Foods,264.9568,OUT013,29,High,Tier 3,Supermarket Type1,6855.0768
8.05,Regular,0,Fruits and Vegetables,257.5646,OUT013,29,High,Tier 3,Supermarket Type1,5153.292
6.75,Regular,0.108679906,Dairy,95.6752,OUT018,7,Medium,Tier 3,Supermarket Type2,1246.3776
16.6,Low Fat,0.136500981,Hard Drinks,173.3422,OUT017,9,Medium,Tier 2,Supermarket Type1,4138.6128
6.095,Low Fat,0.081361288,Others,141.9154,OUT045,14,Medium,Tier 2,Supermarket Type1,2694.4926
15.1,Low Fat,0,Snack Foods,197.211,OUT010,18,Medium,Tier 3,Grocery Store,196.411
19.35,Regular,0.018591464,Snack Foods,112.9544,OUT049,17,Medium,Tier 1,Supermarket Type1,1342.2528
11.3,Low Fat,0.066952965,Household,192.0478,OUT018,7,Medium,Tier 3,Supermarket Type2,3099.9648
10.8,Low Fat,0.029107004,Snack Foods,240.5222,OUT017,9,Medium,Tier 2,Supermarket Type1,4541.4218
19.7,Regular,0,Baking Goods,194.411,OUT049,17,Medium,Tier 1,Supermarket Type1,5106.686
10.5,Regular,0.117149075,Baking Goods,164.121,OUT018,7,Medium,Tier 3,Supermarket Type2,1794.331
7.655,Low Fat,0.031994534,Canned,114.3492,OUT049,17,Medium,Tier 1,Supermarket Type1,1853.5872
8.235,Low Fat,0.08276363,Baking Goods,146.5076,OUT018,7,Medium,Tier 3,Supermarket Type2,1625.8836
20.6,Low Fat,0.083004078,Baking Goods,119.4756,OUT046,19,Small,Tier 1,Supermarket Type1,1090.5804
19.35,Regular,0.021490911,Fruits and Vegetables,122.1098,OUT049,17,Medium,Tier 1,Supermarket Type1,2892.2352
9.5,Regular,0.058835928,Fruits and Vegetables,170.2448,OUT010,18,Medium,Tier 3,Grocery Store,170.4448
5.305,Regular,0.07871639,Meat,183.5608,OUT010,18,Medium,Tier 3,Grocery Store,551.2824
9.8,Low Fat,0.013869809,Soft Drinks,47.406,OUT045,14,Medium,Tier 2,Supermarket Type1,978.726
9.6,Regular,0.022274264,Breads,101.699,OUT035,12,Small,Tier 2,Supermarket Type1,2992.771
13,Low Fat,0.153618566,Canned,79.6986,OUT046,19,Small,Tier 1,Supermarket Type1,1480.0734
17.6,Low Fat,0.049267759,Snack Foods,113.0176,OUT018,7,Medium,Tier 3,Supermarket Type2,2862.94
14.3,Low Fat,0.12826315,Frozen Foods,83.4224,OUT017,9,Medium,Tier 2,Supermarket Type1,681.7792
10.3,Regular,0.02494708,Baking Goods,172.3422,OUT045,14,Medium,Tier 2,Supermarket Type1,5690.5926
15.1,Regular,0.157154813,Fruits and Vegetables,62.2194,OUT010,18,Medium,Tier 3,Grocery Store,185.7582
6.03,Low Fat,0.022832115,Dairy,176.7028,OUT017,9,Medium,Tier 2,Supermarket Type1,1416.8224
7.68,Low Fat,0.070900282,Fruits and Vegetables,192.6162,OUT046,19,Small,Tier 1,Supermarket Type1,5580.0698
20,Regular,0.028180789,Fruits and Vegetables,46.8744,OUT045,14,Medium,Tier 2,Supermarket Type1,905.488
15.85,Low Fat,0.136497913,Canned,96.3094,OUT046,19,Small,Tier 1,Supermarket Type1,2856.282
15.2,Low Fat,0.162462044,Health and Hygiene,117.6492,OUT010,18,Medium,Tier 3,Grocery Store,347.5476
12.15,Low Fat,0,Breads,164.7184,OUT046,19,Small,Tier 1,Supermarket Type1,3962.8416
19.35,Low Fat,0.118080437,Snack Foods,222.6088,OUT035,12,Small,Tier 2,Supermarket Type1,6040.1376
8.85,Regular,0.113302223,Soft Drinks,125.1388,OUT017,9,Medium,Tier 2,Supermarket Type1,1114.5492
19.85,Low Fat,0.025968706,Household,49.5376,OUT046,19,Small,Tier 1,Supermarket Type1,1006.6896
19.1,Low Fat,0.045400017,Dairy,38.8138,OUT045,14,Medium,Tier 2,Supermarket Type1,690.4346
17,Low Fat,0.126958147,Household,125.8362,OUT017,9,Medium,Tier 2,Supermarket Type1,2516.724
11.15,Regular,0.105307659,Baking Goods,102.0648,OUT046,19,Small,Tier 1,Supermarket Type1,1038.648
12.35,Regular,0.038500421,Fruits and Vegetables,110.757,OUT046,19,Small,Tier 1,Supermarket Type1,1208.427
20.85,Low Fat,0.02137305,Fruits and Vegetables,103.3306,OUT045,14,Medium,Tier 2,Supermarket Type1,522.653
7.035,Low Fat,0,Frozen Foods,263.291,OUT010,18,Medium,Tier 3,Grocery Store,525.982
4.785,Low Fat,0.09297084,Breads,122.0098,OUT018,7,Medium,Tier 3,Supermarket Type2,2048.6666
17.25,Regular,0.209600084,Breakfast,40.348,OUT010,18,Medium,Tier 3,Grocery Store,39.948
9.3,Regular,0.033505804,Meat,153.4314,OUT045,14,Medium,Tier 2,Supermarket Type1,2482.1024
17.25,Low Fat,0.072986772,Canned,78.8986,OUT045,14,Medium,Tier 2,Supermarket Type1,1635.8706
